Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
KF849741.1,Influenza A virus (A/Thailand/SirirajICRC_CBI_7/2009(H1N1)),GenBank,set:b5cf0aeca7b4722837a150f270b5bb325939be81,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2009-06-23
KF849742.1,Influenza A virus (A/Thailand/SirirajICRC_CBI_8/2009(H1N1)),GenBank,set:abe229d16505057eeb5cef6641afa51d62aaccfe,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2009-06-09
KF849743.1,Influenza A virus (A/Thailand/SirirajICRC_CBI_9/2009(H1N1)),GenBank,set:b163ab8e224e71cb11d3f49650b75b99a7b8cc51,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2009-06-09
KF849744.1,Influenza A virus (A/Thailand/SirirajICRC_SEA-002(34)/2010(H1N1)),GenBank,set:1eee673a49ba10b75ba3df0a7c22039f152ead51,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-02-02
KF849745.1,Influenza A virus (A/Thailand/SirirajICRC_SEA-002(33)/2010(H1N1)),GenBank,set:3b8acd4fdf103f261c2e9c186aaabde681fddf35,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-01-21
KF849746.1,Influenza A virus (A/Thailand/SirirajICRC_SEA-003(34)/2010(H1N1)),GenBank,set:5e2c7efc3e45e31ad7c77767747ef525bd81eeee,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-02-05
KF849747.1,Influenza A virus (A/Thailand/SirirajICRC_SEA-001(34)/2010(H1N1)),GenBank,set:4c64a74d92aaaf0bcc82e050c51cff6a4dc35eac,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-01-21
KF849748.1,Influenza A virus (A/Thailand/SirirajICRC_SEA-003(33)/2010(H1N1)),GenBank,set:b7cdf933a73330c075859773a0d23d11e27ef615,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-01-28
KF849749.1,Influenza A virus (A/Thailand/SirirajICRC_NSN_1/2010(H1N1)),GenBank,set:29378ab08c042f045dfabea3b43c47875d47ed92,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-08-31
KF849750.1,Influenza A virus (A/Thailand/SirirajICRC_NSN_3/2010(H1N1)),GenBank,set:8352281c5362e1eb98514343013798c091ffd889,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-08-31
KF849751.1,Influenza A virus (A/Thailand/SirirajICRC_BKK_1/2010(H1N1)),GenBank,set:22f7154fa79117345418c303f1836db96718fd89,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2010-08-24
KF849752.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_1/2011(H1N1)),GenBank,set:5984119f3c7163c8175faf6d48e2481ad43c926a,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849753.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_2/2011(H1N1)),GenBank,set:5475300582b9ecfac3e3985b2522ddf891f9adb4,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849754.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_3/2011(H1N1)),GenBank,set:ea1e5e64f21179d7e7c479c3e0449e4c70133dc3,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849755.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_4/2011(H1N1)),GenBank,set:a9c8c9b314fa0a2d9f8f182bdc0a0ce78928e758,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849756.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_5/2011(H1N1)),GenBank,set:7af5f7ffcb11ee5f981e7f71109652ea10ca9caf,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849757.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_6/2011(H1N1)),GenBank,set:b2ef10b373500dd96ce88ea3a958eef3125eeb19,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849758.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_7/2011(H1N1)),GenBank,set:d83e83066d3ec03824e8fa007f5b1692568e2a50,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849759.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_8/2011(H1N1)),GenBank,set:3968e6fcd6e751a966e497e7da2b5ec6c566e456,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849760.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_9/2011(H1N1)),GenBank,set:370f7fee22265cc6e0afb33f3634a27ff6212ab9,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-05-14
KF849761.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_11/2011(H1N1)),GenBank,set:418f6d51eaa83b1e01000ea6b188e5faf1ebe920,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849762.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_12/2011(H1N1)),GenBank,set:fd50f1b5ce31cbe6d0b0bc3a802b50a1d838fbf1,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849763.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_13/2011(H1N1)),GenBank,set:e941393cd4ab464295471fe2e1b964012fde57c2,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849764.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_14/2011(H1N1)),GenBank,set:97c5709e297d7713da53be02cbd718f0fc37e684,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849765.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_15/2011(H1N1)),GenBank,set:3c014878fde159c35fedc60d45526f1234a3bb56,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849766.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_16/2011(H1N1)),GenBank,set:3f4047f080637096f3348fb1ae634a7cc5882b94,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1410,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
KF849781.1,Influenza A virus (A/Thailand/SirirajICRC_BKK_2/2010(H1N1)),GenBank,set:e8b707904034036b36022fc7306f52501ee5220b,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1701,complete,Thailand,,Homo sapiens,oronasopharynx,2010-08-26
KF849782.1,Influenza A virus (A/Thailand/SirirajICRC_BKK_7/2010(H1N1)),GenBank,set:ad6b902cac7c0402177762c5ffa120e64beb8e7c,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1701,complete,Thailand,,Homo sapiens,oronasopharynx,2010-08-30
KF849783.1,Influenza A virus (A/Thailand/SirirajICRC_BKK_9/2010(H1N1)),GenBank,set:33692ceef3f138b6e436e2280793334ae3d88a8b,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1701,complete,Thailand,,Homo sapiens,oronasopharynx,2010-09-01
KF849784.1,Influenza A virus (A/Thailand/SrirajICRC_BKK_10/2010(H1N1)),GenBank,set:ceb65574a306283c5db49b9a26c4b50b16f7d18a,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1701,complete,Thailand,,Homo sapiens,oronasopharynx,2010-09-01
KF849794.1,Influenza A virus (A/Thailand/SirirajICRC_NMA_10/2011(H1N1)),GenBank,set:1b21dbbb920630beca4eab09c423b0ce50a30307,"Rattanarojpong,T., Wongprompitak,P., Pooruk,P., Lerdsamran,H., Phawong,C., Tassaneetrithep,B., Kongyu,S., Iamsirithaworn,S., Puthavathana,P.","King's Mongkut University of Technology Thonburi, Microbiolgy",Thailand,2014-08-29,,Alphainfluenzavirus influenzae,1701,complete,Thailand,,Homo sapiens,oronasopharynx,2011-06-03
AB983218.1,Norovirus Hu/GII/JP/2014/GII.P17_GII.17/Kawasaki323,GenBank,set:AB983218,"Matsushima,Y., Ishikawa,M., Shimizu,T., Komane,A., Kasuo,S., Shinohara,M., Nagasawa,K., Kimura,H., Ryo,A., Okabe,N., Haga,K., Doan,Y.H., Katayama,K., Shimizu,H.","Division of Virology; 3-25-13 Tonomachi, Kawasaki-ku, Kawasaki, Kanagawa 210-0821",Japan,2014-08-22,,Norwalk virus,7550,complete,"Japan: Kanagawa, Kawasaki",,Homo sapiens,,2014
KJ755189.1,Enterovirus B81,GenBank,set:KJ755189,"Hu,L., Zhang,Y., Hong,M., Zhu,S., Yan,D., Wang,D., Li,X., Zhu,Z., Tsewang, Xu,W.","National Institute for Viral Disease Control and Prevention, China CDC, WHO WPRO Regional Polio Reference Laboratory and Ministry of Health Key Laboratory for Medical Virology",,2014-08-21,99279/XZ/CHN/1999,Enterovirus B,7417,complete,China,,Homo sapiens,,1999-10-10
KJ196276.1,Norovirus GII/Hu/JP/2002/GII.P12_GII.13/Saitama/T80,GenBank,set:KJ196276,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/T80,Norwalk virus,7491,complete,Japan,,Homo sapiens,,2002
KJ196277.1,Norovirus GII/Hu/JP/2001/GII.P22_GII.5/Saitama/T49,GenBank,set:KJ196277,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/T49,Norwalk virus,7554,complete,Japan,,Homo sapiens,,2001
KJ196278.1,Norovirus GII/Hu/JP/2007/GII.P7_GII.14/Sendai/YG99,GenBank,set:KJ196278,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Sendai/YG99,Norwalk virus,7529,complete,Japan,,Homo sapiens,,2007
KJ196279.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/3,GenBank,set:KJ196279,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Fukuyama/3,Norwalk virus,7559,complete,Japan,,Homo sapiens,,2012
KJ196280.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/2,GenBank,set:KJ196280,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Fukuyama/2,Norwalk virus,7559,complete,Japan,,Homo sapiens,,2012
KJ196281.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/5,GenBank,set:KJ196281,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Fukuyama/5,Norwalk virus,7559,complete,Japan,,Homo sapiens,,2012
KJ196282.1,Norovirus GII/Hu/JP/2001/GII.P12_GII.12/Saitama/T15,GenBank,set:KJ196282,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/T15,Norwalk virus,7517,complete,Japan,,Homo sapiens,,2001
KJ196283.1,Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/106,GenBank,set:KJ196283,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Taipei/106,Norwalk virus,7560,complete,Taiwan,,Homo sapiens,,2012
KJ196284.1,Norovirus GII/Hu/JP/2007/GII.P21_GII.21/Kawasaki/YO284,GenBank,set:KJ196284,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Kawasaki/YO284,Norwalk virus,7491,complete,Japan,,Homo sapiens,,2007
KJ196285.1,Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/108,GenBank,set:KJ196285,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Taipei/108,Norwalk virus,7559,complete,Taiwan,,Homo sapiens,,2012
KJ196286.1,Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87,GenBank,set:KJ196286,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/T87,Norwalk virus,7535,complete,Japan,,Homo sapiens,,2002
KJ196287.1,Norovirus GII/Hu/JP/2010/GII.P4_GII.4/Shimada/ASC96,GenBank,set:KJ196287,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Shimada/ASC96,Norwalk virus,7568,complete,Japan,,Homo sapiens,,2010
KJ196288.1,Norovirus GII/Hu/JP/2002/GII.P5_GII.5/Saitama/T52,GenBank,set:KJ196288,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/T52,Norwalk virus,7512,complete,Japan,,Homo sapiens,,2002
KJ196289.1,Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/109,GenBank,set:KJ196289,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Taipei/109,Norwalk virus,7559,complete,Taiwan,,Homo sapiens,,2012
KJ196290.1,Sapporo-HK299 virus,GenBank,set:KJ196290,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Sapporo/HK299,Norwalk virus,7551,complete,Japan,,Homo sapiens,,2007
KJ196293.1,Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/1,GenBank,set:KJ196293,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Fukuyama/1,Norwalk virus,7559,complete,Japan,,Homo sapiens,,2012
KJ196294.1,Norovirus GII/Hu/JP/2000/GII.P12_GII.12/Saitama/KU16,GenBank,set:KJ196294,"Park,Y., Wu,F.-T., Miki,M., Amano,K., Ozawa,K., Murakami,K., Todaka,R., Shimoike,T., Oka,T., Uchida,K., Shinohara,M., Katayama,K.","National Institute of Infectious Diseases, Department of Virology II",Japan,2014-08-10,Saitama/KU16,Norwalk virus,7521,complete,Japan,,Homo sapiens,,2000
